102年03月05日 個股日本益比、殖利率及股價淨值比,102年03月05日 個股日本益比、殖利率及股價淨值比,102年03月05日 個股日本益比、殖利率及股價淨值比,102年03月05日 個股日本益比、殖利率及股價淨值比,102年03月05日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,17.79,4.92,1.48
1102,亞泥,17.60,7.1,1.43
1103,嘉泥,-,3.64,0.79
1104,環泥,15.13,3.31,0.83
1108,幸福,16.11,0.0,0.68
1109,信大,49.76,3.35,0.77
1110,東泥,66.19,0.72,0.95
1201,味全,29.26,1.31,2.89
1203,味王,513.75,2.43,1.25
1210,大成,15.83,6.28,1.34
1213,大飲,72.42,0.0,1.91
1215,卜蜂,14.09,1.94,0.78
1216,統一,23.95,2.98,3.54
1217,愛之味,106.00,0.0,1.0
1218,泰山,64.38,3.24,1.41
1219,福壽,-,6.69,1.18
1220,台榮,12.93,0.0,0.88
1225,福懋油,33.33,2.31,1.05
1227,佳格,22.91,5.65,5.27
1229,聯華,11.28,5.15,0.77
1231,聯華食,13.08,3.86,2.04
1232,大統益,15.60,5.67,2.93
1233,天仁,20.46,4.72,2.8
1234,黑松,51.78,1.59,1.57
1235,興泰,80.00,0.0,1.42
1236,宏亞,21.23,6.93,1.69
1301,台塑,36.07,5.38,2.04
1303,南亞,607.78,3.84,1.74
1304,台聚,12.42,10.82,1.5
1305,華夏,12.63,0.0,1.16
1307,三芳,12.02,6.09,1.36
1308,亞聚,14.35,11.88,1.21
1309,台達化,-,7.22,0.78
1310,台苯,-,0.0,1.01
1312,國喬,8.98,4.53,1.0
1313,聯成,17.45,6.1,1.02
1314,中石化,15.42,19.07,1.19
1315,達新,11.87,5.75,1.09
1316,上曜,-,0.0,1.13
1319,東陽,17.18,2.58,1.03
1321,大洋,-,0.0,1.2
1323,永裕,10.04,5.31,1.45
1324,地球,32.65,5.41,0.83
1325,恆大,20.79,3.81,0.98
1326,台化,295.20,5.42,1.87
1337,再生-KY,9.68,5.93,2.45
1338,廣華-KY,11.22,1.79,1.65
1339,昭輝,11.65,4.99,1.32
1402,遠東新,19.63,6.29,1.48
1409,新纖,20.93,3.29,0.73
1410,南染,18.72,3.85,1.61
1413,宏洲,-,0.0,0.58
1414,東和,48.16,3.28,0.63
1416,廣豐,7.47,0.0,1.09
1417,嘉裕,14.82,0.0,0.76
1418,東華,-,0.0,0.7
1419,新紡,61.69,1.57,2.0
1423,利華,-,0.0,0.53
1432,大魯閣,-,0.0,0.91
1434,福懋,17.75,4.17,0.93
1435,中福,-,0.0,0.91
1436,華友聯,2.73,0.0,1.55
1437,勤益控,-,0.0,0.96
