101年01月16日 個股日本益比、殖利率及股價淨值比,101年01月16日 個股日本益比、殖利率及股價淨值比,101年01月16日 個股日本益比、殖利率及股價淨值比,101年01月16日 個股日本益比、殖利率及股價淨值比,101年01月16日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.08,5.66,1.39
1102,亞泥,10.16,6.06,1.36
1103,嘉泥,28.78,5.08,0.56
1104,環泥,16.60,7.72,0.63
1108,幸福,-,0.0,0.52
1109,信大,-,2.76,0.73
1110,東泥,486.00,1.03,0.67
1201,味全,9.74,1.9,2.27
1203,味王,31.37,2.57,1.15
1210,大成,12.52,6.1,1.35
1213,大飲,128.57,0.0,1.57
1215,卜蜂,20.21,6.97,0.81
1216,統一,23.55,4.4,2.88
1217,愛之味,97.70,0.0,0.89
1218,泰山,16.73,4.63,1.24
1219,福壽,6.34,4.81,1.12
1220,台榮,11.39,0.0,0.85
1225,福懋油,16.76,6.45,0.99
1227,佳格,16.79,5.49,5.06
1229,聯華,7.93,8.33,0.74
1231,聯華食,10.86,4.04,1.94
1232,大統益,12.43,7.49,2.64
1233,天仁,16.82,4.45,2.92
1234,黑松,37.28,1.97,1.38
1235,興泰,131.58,1.2,1.55
1236,宏亞,17.58,6.22,1.65
1301,台塑,10.89,8.09,2.08
1303,南亞,14.62,7.46,1.85
1304,台聚,6.59,9.6,1.62
1305,華夏,38.46,0.0,0.86
1307,三芳,10.43,10.09,1.37
1308,亞聚,6.98,11.56,1.48
1309,台達化,6.49,14.17,0.86
1310,台苯,-,0.0,0.81
1312,國喬,7.22,6.99,0.97
1313,聯成,10.27,11.68,1.01
1314,中石化,4.72,6.62,1.56
1315,達新,19.32,3.7,0.99
1316,上曜,-,0.0,1.46
1319,東陽,18.11,3.37,1.23
1321,大洋,-,0.0,1.76
1323,永裕,8.60,8.85,1.12
1324,地球,10.99,3.6,0.80
1325,恆大,12.74,5.45,1.11
1326,台化,9.72,9.11,1.84
1337,再生-KY,9.36,0.0,1.79
1402,遠東新,12.03,6.52,1.72
1409,新纖,9.15,10.36,0.68
1410,南染,13.06,1.06,1.07
1413,宏洲,19.58,0.0,0.56
1414,東和,1.82,0.0,0.83
1416,廣豐,11.17,4.98,0.73
1417,嘉裕,13.97,0.0,0.73
1418,東華,47.80,0.0,0.78
1419,新紡,50.31,2.14,1.79
1423,利華,17.78,0.0,0.52
1432,大魯閣,1.61,0.0,0.39
1434,福懋,20.07,7.38,0.89
1435,中福,-,0.0,0.47
1436,華友聯,-,1.49,1.20
1437,勤益控,-,1.09,0.77
1438,三地開發,0.30,0.0,0.37
1439,雋揚,-,52.36,0.81
1440,南紡,16.72,10.28,0.73
1441,大東,2.75,0.0,0.90
