100年11月22日 個股日本益比、殖利率及股價淨值比,100年11月22日 個股日本益比、殖利率及股價淨值比,100年11月22日 個股日本益比、殖利率及股價淨值比,100年11月22日 個股日本益比、殖利率及股價淨值比,100年11月22日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,12.93,6.16,1.28
1102,亞泥,9.05,6.81,1.21
1103,嘉泥,31.22,4.69,0.6
1104,環泥,18.14,7.07,0.69
1108,幸福,-,0.0,0.55
1109,信大,-,2.64,0.76
1110,東泥,502.50,1.0,0.7
1201,味全,9.46,1.96,2.2
1203,味王,33.31,2.42,1.22
1210,大成,12.61,6.05,1.36
1213,大飲,130.00,0.0,1.59
1215,卜蜂,19.08,7.38,0.77
1216,統一,20.23,5.12,2.47
1217,愛之味,90.10,0.0,0.82
1218,泰山,16.67,4.64,1.23
1219,福壽,6.63,4.6,1.17
1220,台榮,12.23,0.0,0.91
1225,福懋油,17.36,6.23,1.03
1227,佳格,18.73,4.93,5.64
1229,聯華,7.73,8.55,0.72
1231,聯華食,10.91,4.02,1.95
1232,大統益,12.75,7.3,2.71
1233,天仁,15.97,4.69,2.77
1234,黑松,39.78,1.85,1.47
1235,興泰,120.53,1.31,1.42
1236,宏亞,17.23,6.35,1.62
1301,台塑,10.25,8.6,1.95
1303,南亞,13.76,7.93,1.74
1304,台聚,6.65,9.52,1.63
1305,華夏,33.54,0.0,0.75
1307,三芳,10.77,9.78,1.41
1308,亞聚,6.46,12.48,1.37
1309,台達化,5.97,15.38,0.79
1310,台苯,-,0.0,0.81
1312,國喬,6.44,7.84,0.87
1313,聯成,8.42,14.24,0.82
1314,中石化,4.45,7.03,1.47
1315,達新,19.71,3.62,1.01
1316,上曜,-,0.0,1.5
1319,東陽,16.39,3.73,1.11
1321,大洋,-,0.0,1.83
1323,永裕,9.64,7.89,1.25
1324,地球,11.93,3.32,0.87
1325,恆大,12.53,5.54,1.09
1326,台化,9.28,9.54,1.76
1337,再生-KY,10.98,0.0,2.1
1402,遠東新,11.30,6.95,1.61
1409,新纖,9.05,10.47,0.68
1410,南染,13.84,1.0,1.14
1413,宏洲,18.33,0.0,0.52
1414,東和,1.85,0.0,0.84
1416,廣豐,10.08,5.51,0.66
1417,嘉裕,15.08,0.0,0.79
1418,東華,44.87,0.0,0.73
1419,新紡,52.62,2.05,1.88
1423,利華,18.35,0.0,0.53
1432,大魯閣,1.74,0.0,0.42
1434,福懋,20.30,7.3,0.9
1435,中福,-,0.0,0.5
1436,華友聯,-,1.57,1.14
1437,勤益控,-,1.14,0.74
1438,三地開發,0.37,0.0,0.44
1439,雋揚,-,53.76,0.79
1440,南紡,16.41,10.48,0.71
1441,大東,2.50,0.0,0.81
1442,名軒,8.00,8.77,1.74
1443,立益物流,14.74,0.0,0.41
1444,力麗,5.63,18.18,0.8
1445,大宇,13.07,6.6,0.55
1446,宏和,6.46,0.0,0.86
1447,力鵬,6.63,6.29,0.63
1449,佳和,-,0.0,1.95
1451,年興,8.64,6.27,0.83
1452,宏益,8.12,12.74,0.62
1453,大將,213.00,5.87,0.78
1454,台富,5.85,0.0,0.64
1455,集盛,5.78,10.17,0.86
1456,怡華,-,0.0,1.76
1457,宜進,-,6.08,0.67
1459,聯發,6.07,15.45,0.89
1460,宏遠,-,0.0,0.77
1463,強盛新,-,0.0,0.92
1464,得力,96.11,1.73,1.1
1465,偉全,10.48,16.67,0.67
1466,聚隆,4.28,4.44,0.93
1467,南緯,11.77,0.0,0.74
1468,昶和,-,0.0,1.48
1469,理隆,97.89,0.0,0.72
1470,大統新創,16.93,1.69,1.14
1471,首利,-,0.0,0.77
1473,台南,9.47,6.94,1.2
1474,弘裕,8.65,6.62,0.58
1476,儒鴻,9.99,5.61,2.37
1477,聚陽,12.05,6.64,2.67
1503,士電,13.38,3.88,1.01
1504,東元,11.21,4.79,0.86
1506,正道,-,0.0,1.7
1507,永大,12.74,4.39,1.74
1512,瑞利,54.46,7.06,0.62
1513,中興電,11.95,6.8,0.95
1514,亞力,17.35,3.76,0.68
1515,力山,-,0.0,0.53
1516,川飛,-,0.0,1.05
1517,利奇,9.06,6.33,0.83
1519,華城,13.28,7.84,1.1
1521,大億,12.94,7.21,2.81
1522,堤維西,51.09,2.55,0.71
1524,耿鼎,-,0.0,0.55
1525,江申,10.05,4.88,1.24
1526,日馳,10.88,0.0,0.84
1527,鑽全,20.71,0.0,1.12
1528,恩德,9.46,5.39,0.94
1529,樂事綠能,-,0.0,0.85
1530,亞崴,10.08,6.0,1.14
1531,高林股,7.78,8.2,0.95
1532,勤美,8.77,9.83,0.81
1533,車王電,100.63,0.0,0.86
1535,中宇,11.45,5.78,2.76
1536,和大,11.58,0.0,0.94
1537,廣隆,7.28,11.92,1.37
1538,正峰,-,0.0,2.22
1539,巨庭,-,0.0,0.6
