100年03月17日 個股日本益比、殖利率及股價淨值比,100年03月17日 個股日本益比、殖利率及股價淨值比,100年03月17日 個股日本益比、殖利率及股價淨值比,100年03月17日 個股日本益比、殖利率及股價淨值比,100年03月17日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,14.63,5.72,1.42
1102,亞泥,14.98,6.61,1.29
1103,嘉泥,63.96,2.61,0.71
1104,環泥,7.33,2.82,0.84
1108,幸福,-,2.4,0.69
1109,信大,-,3.6,0.69
1110,東泥,-,1.64,0.85
1201,味全,22.13,1.9,2.82
1203,味王,311.43,6.88,1.25
1210,大成,16.89,5.95,1.44
1213,大飲,-,0.0,2.27
1215,卜蜂,10.88,5.78,0.96
1216,統一,15.51,4.72,2.28
1217,愛之味,74.38,0.0,1.12
1218,泰山,27.02,3.9,1.36
1219,福壽,21.77,4.73,1.09
1220,台榮,30.00,0.0,1.47
1225,福懋油,16.03,2.37,1.10
1227,佳格,15.26,4.49,4.28
1229,聯華,8.17,4.22,0.80
1231,聯華食,11.73,3.0,1.45
1232,大統益,11.90,6.0,2.83
1233,天仁,21.05,3.79,3.35
1234,黑松,35.48,2.05,1.22
1235,興泰,30.67,1.19,1.53
1236,宏亞,12.01,8.02,1.62
1301,台塑,14.88,4.02,2.51
1303,南亞,16.63,2.25,2.45
1304,台聚,16.21,5.08,2.47
1305,華夏,-,2.46,1.09
1307,三芳,11.17,6.01,1.97
1308,亞聚,13.16,5.4,1.99
1309,台達化,9.62,0.0,0.97
1310,台苯,-,4.55,1.24
1312,國喬,9.67,1.14,1.33
1313,聯成,8.51,4.75,1.20
1314,中石化,13.83,0.0,2.34
1315,達新,37.00,3.86,0.94
1316,上曜,-,0.0,1.65
1319,東陽,13.67,3.48,1.55
1321,大洋,-,0.0,1.74
1323,永裕,10.11,6.18,1.56
1324,地球,14.09,3.87,1.17
1325,恆大,14.38,2.74,1.74
1326,台化,14.00,4.33,2.41
1402,遠東新,18.76,3.48,2.15
1409,新纖,12.77,1.79,0.95
1410,南染,29.91,0.0,1.22
1413,宏洲,92.11,0.0,1.01
1414,東和,13.23,0.0,1.92
1416,廣豐,18.98,0.0,0.84
1417,嘉裕,40.04,0.0,0.82
1418,東華,11.86,0.0,1.12
1419,新紡,39.50,0.63,1.93
1423,利華,-,0.0,0.57
1432,大魯閣,1.41,0.0,0.99
1434,福懋,11.07,3.02,0.87
1435,中福,2.19,0.0,0.79
1436,華友聯,-,0.0,0.89
1437,勤益控,20.65,0.0,1.09
1438,三地開發,19.23,0.0,13.89
1439,雋揚,1.42,0.0,0.90
1440,南紡,12.92,3.23,1.22
1441,大東,-,0.0,0.98
1442,名軒,6.88,6.67,1.60
1443,立益物流,-,0.0,0.59
1444,力麗,7.62,6.94,1.22
1445,大宇,9.32,2.47,0.59
1446,宏和,-,0.0,1.25
1447,力鵬,10.86,0.0,1.06
1449,佳和,-,0.0,0.97
1451,年興,7.38,4.48,1.03
1452,宏益,8.98,8.0,0.97
1453,大將,16.36,0.0,1.33
1454,台富,214.75,0.0,0.75
1455,集盛,9.21,1.42,1.29
1456,怡華,-,0.0,0.99
1457,宜進,16.85,0.0,1.08
1459,聯發,14.35,9.09,1.53
1460,宏遠,-,0.0,0.98
1463,強盛新,15.14,0.0,1.10
1464,得力,61.31,2.04,0.86
1465,偉全,4.81,3.27,0.76
1466,聚隆,15.99,0.0,4.04
1467,南緯,7.14,0.0,0.86
1468,昶和,-,0.0,1.42
1469,理隆,22.04,0.0,0.88
1470,大統新創,20.61,0.0,1.16
1471,首利,43.19,1.67,1.01
1472,三洋實業,-,0.0,0.85
1473,台南,11.14,3.97,1.36
1474,弘裕,15.15,1.97,0.78
1475,業旺,-,0.0,1.45
1476,儒鴻,9.60,3.99,1.82
1477,聚陽,9.90,7.74,2.81
1503,士電,32.82,3.39,1.10
1504,東元,12.94,2.87,0.97
1506,正道,-,0.0,1.74
1507,永大,13.22,3.51,1.76
1512,瑞利,14.31,0.0,0.71
1513,中興電,15.74,5.52,1.19
1514,亞力,80.71,1.33,0.97
1515,力山,9.21,0.0,0.74
1516,川飛,-,0.0,1.90
1517,利奇,8.02,4.35,1.07
1519,華城,52.27,6.52,1.97
1521,大億,12.63,4.66,3.35
1522,堤維西,16.62,9.12,0.96
1524,耿鼎,97.67,0.0,0.68
1525,江申,10.39,2.91,1.70
1526,日馳,25.33,0.0,0.85
1527,鑽全,15.71,5.45,1.59
1528,恩德,10.25,1.55,1.00
1529,樂事綠能,-,0.0,0.83
1530,亞崴,18.86,1.47,1.53
1531,高林股,10.79,2.22,1.43
1532,勤美,27.45,16.04,1.08
1533,車王電,182.08,2.29,1.17
1535,中宇,11.08,5.43,2.65
1536,和大,25.00,0.0,1.35
