106年02月18日 個股日本益比、殖利率及股價淨值比,106年02月18日 個股日本益比、殖利率及股價淨值比,106年02月18日 個股日本益比、殖利率及股價淨值比,106年02月18日 個股日本益比、殖利率及股價淨值比,106年02月18日 個股日本益比、殖利率及股價淨值比
證券代號,證券名稱,本益比,殖利率(%),股價淨值比
1101,台泥,21.81,3.57,1.31
1102,亞泥,34.94,3.79,0.8
1103,嘉泥,13.78,0.93,0.49
1104,環泥,9.83,4.21,1.03
1108,幸福,11.92,8.59,0.84
1109,信大,28.89,1.92,0.74
1110,東泥,60.19,1.28,1.04
1201,味全,-,0.0,1.86
1203,味王,23.05,4.13,1.35
1210,大成,12.39,2.43,1.36
1213,大飲,160.91,5.65,1.44
1215,卜蜂,11.87,4.23,2.07
1216,統一,21.00,3.66,3.3
1217,愛之味,-,0.0,0.73
1218,泰山,16.60,0.0,1.44
1219,福壽,29.36,1.55,1.34
1220,台榮,12.36,4.44,0.91
1225,福懋油,14.79,2.01,3.48
1227,佳格,27.10,3.48,4.97
1229,聯華,12.36,6.14,0.98
1231,聯華食,11.49,5.16,1.69
1232,大統益,16.32,5.75,3.98
1233,天仁,17.52,5.28,2.55
1234,黑松,12.60,4.55,0.75
1235,興泰,6.05,0.0,0.6
1236,宏亞,38.85,3.75,1.08
1256,鮮活果汁-KY,17.33,2.89,4.11
1262,綠悅-KY,14.55,3.0,2.5
1301,台塑,18.00,3.84,2.09
1303,南亞,22.23,4.3,1.94
1304,台聚,14.03,2.99,0.99
1305,華夏,11.22,4.49,1.86
1307,三芳,11.90,5.56,1.7
1308,亞聚,17.15,4.09,1.08
1309,台達化,-,0.0,1.13
1310,台苯,11.37,4.17,1.92
1312,國喬,12.82,3.49,1.22
1313,聯成,154.44,1.44,0.88
1314,中石化,-,0.0,0.56
1315,達新,19.77,4.18,0.72
1316,上曜,-,0.0,3.12
1319,東陽,15.45,2.28,1.96
1321,大洋,346.88,0.0,1.23
1323,永裕,10.86,4.55,1.75
1324,地球,15.23,3.05,0.99
1325,恆大,21.44,3.14,1.21
1326,台化,13.94,3.57,1.95
1337,再生-KY,7.94,2.89,0.45
1338,廣華-KY,11.72,4.71,1.32
1339,昭輝,13.14,4.93,1.05
1340,勝悅-KY,7.04,1.77,1.11
1402,遠東新,30.67,3.62,0.78
1409,新纖,31.56,2.48,0.65
1410,南染,17.94,4.74,1.67
1413,宏洲,-,0.0,0.94
1414,東和,173.25,2.89,0.5
1416,廣豐,4.61,4.79,1.09
1417,嘉裕,-,0.0,0.54
1418,東華,-,0.0,1.92
1419,新紡,98.90,0.86,1.67
1423,利華,-,0.0,0.51
1432,大魯閣,-,0.0,1.24
1434,福懋,13.96,3.89,0.88
1435,中福,-,0.0,0.87
1436,華友聯,75.19,2.51,1.33
1437,勤益控,10.53,0.0,0.78
1438,三地開發,-,0.0,0.9
1439,雋揚,-,1.92,1.24
1440,南紡,34.38,3.27,0.91
1441,大東,-,0.0,1.08
1442,名軒,7.47,10.84,0.94
1443,立益物流,-,0.0,0.8
1444,力麗,-,5.73,0.78
1445,大宇,18.21,5.28,0.69
1446,宏和,184.00,1.63,1.43
1447,力鵬,-,0.0,0.8
1449,佳和,-,0.0,1.07
1451,年興,11.34,6.12,1.01
1452,宏益,15.71,8.55,1.18
1453,大將,-,2.47,0.73
1454,台富,18.13,5.75,0.69
1455,集盛,63.16,1.67,0.99
1456,怡華,7.93,0.0,1.06
1457,宜進,35.65,5.43,0.75
1459,聯發,-,2.27,0.87
1460,宏遠,15.80,4.52,1.65
1463,強盛新,26.71,3.2,1.85
1464,得力,19.80,8.6,1.69
1465,偉全,25.29,6.98,0.78
1466,聚隆,-,0.0,0.8
1467,南緯,63.53,0.0,1.03
1468,昶和,-,0.0,1.53
1469,理隆,-,0.0,0.93
1470,大統新創,32.76,3.16,1.74
1471,首利,-,0.0,0.53
1472,三洋實業,21.92,0.0,2.18
1473,台南,15.63,4.04,1.08
1474,弘裕,15.47,4.37,0.81
1475,業旺,5.50,0.0,1.33
1476,儒鴻,23.46,3.44,6.02
1477,聚陽,14.26,7.76,3.04
1503,士電,16.13,3.58,1.02
1504,東元,17.76,2.8,1.14
1506,正道,117.50,0.0,1.39
1507,永大,11.42,5.78,1.65
1512,瑞利,-,0.0,0.94
1513,中興電,17.29,4.82,1.17
1514,亞力,17.54,4.8,0.74
1515,力山,28.27,3.22,1.22
1516,川飛,24.21,3.73,1.68
1517,利奇,46.09,4.72,0.71
1519,華城,14.35,3.37,1.42
1521,大億,14.45,6.18,3.56
1522,堤維西,11.65,4.08,1.89
1524,耿鼎,10.71,0.0,1.07
1525,江申,14.04,1.89,2.24
1526,日馳,13.52,2.74,1.16
1527,鑽全,14.94,3.7,3.66
1528,恩德,176.67,0.94,0.82
1529,樂事綠能,-,0.0,4.21
1530,亞崴,24.06,3.25,1.14
1531,高林股,37.50,3.64,0.81
1532,勤美,11.77,6.44,1.07
1533,車王電,43.47,1.14,1.98
1535,中宇,18.40,6.2,1.86
1536,和大,30.09,2.3,8.44
1537,廣隆,15.11,4.73,3.95
1538,正峰,-,0.0,0.72
1539,巨庭,12.99,4.42,1.72
1540,喬福,-,6.73,0.9
1541,錩泰,16.03,5.44,4.0
1558,伸興,12.26,6.01,2.22
1560,中砂,22.43,4.94,2.91
1568,倉佑,21.18,3.09,2.27
1582,信錦,11.14,7.21,1.81
1583,程泰,24.58,2.59,1.7
1589,永冠-KY,12.12,6.76,1.54
1590,亞德客-KY,26.47,1.43,4.79
1592,英瑞-KY,14.83,1.74,1.84
1598,岱宇,12.21,3.12,2.18
1603,華電,8.83,1.74,0.86
1604,聲寶,11.83,5.46,1.26
1605,華新,10.40,4.91,0.75
1608,華榮,30.97,0.0,0.61
1609,大亞,-,0.0,0.61
1611,中電,-,0.0,0.7
1612,宏泰,44.38,2.44,0.76
1613,台一,-,0.0,0.71
1614,三洋電,20.04,2.97,1.37
1615,大山,27.74,2.58,0.88
1616,億泰,66.09,0.0,0.78
1617,榮星,22.76,3.56,0.77
1618,合機,12.37,3.88,0.54
1626,艾美特-KY,29.48,0.0,1.16
1701,中化,19.00,3.01,1.08
1702,南僑,12.79,4.11,2.88
1704,榮化,9.22,3.34,1.53
1707,葡萄王,21.59,2.85,6.23
1708,東鹼,41.36,3.45,1.1
1709,和益,10.98,6.36,1.2
1710,東聯,-,1.81,1.78
1711,永光,21.60,4.63,1.52
1712,興農,9.44,3.72,1.04
1713,國化,27.68,2.65,1.04
1714,和桐,114.50,3.28,0.81
1715,萬洲,-,4.51,0.75
1717,長興,12.36,6.72,1.81
1718,中纖,-,6.18,0.55
1720,生達,17.91,4.43,1.67
1721,三晃,25.00,0.0,1.48
1722,台肥,26.32,4.9,0.82
1723,中碳,32.46,3.47,4.83
1724,台硝,8.13,5.92,1.1
1725,元禎,14.00,5.31,1.04
1726,永記,13.09,4.67,1.66
1727,中華化,17.07,3.57,1.09
1729,必翔,-,0.0,4.48
1730,花仙子,12.90,5.13,2.06
1731,美吾華,22.42,3.48,1.12
1732,毛寶,-,0.0,1.42
1733,五鼎,19.76,5.42,2.21
1734,杏輝,102.00,2.35,1.39
1735,日勝化,13.37,7.87,0.9
1736,喬山,19.98,2.14,1.73
1737,臺鹽,19.47,3.62,1.04
1762,中化生,24.09,5.15,1.3
1773,勝一,11.55,5.31,2.08
1776,展宇,11.61,7.36,1.29
1783,和康生,-,0.0,2.26
1786,科妍,-,0.88,3.33
1789,神隆,47.37,1.59,3.32
1802,台玻,-,0.0,0.98
1805,寶徠,5.43,7.14,0.73
1806,冠軍,-,0.0,0.45
1808,潤隆,10.67,12.76,1.91
1809,中釉,18.07,1.48,0.68
1810,和成,11.59,2.01,0.65
1817,凱撒衛,11.31,5.41,1.8
1902,台紙,51.15,0.0,0.89
1903,士紙,-,0.0,3.18
1904,正隆,14.10,4.26,0.8
1905,華紙,25.46,6.04,0.7
1906,寶隆,40.14,0.53,1.33
1907,永豐餘,361.67,2.76,0.55
1909,榮成,21.36,3.44,1.67
2002,中鋼,36.48,1.93,1.34
2006,東和鋼鐵,15.16,4.68,1.01
2007,燁興,-,0.0,1.08
2008,高興昌,10.93,0.0,0.84
2009,第一銅,-,0.0,1.29
2010,春源,8.83,4.02,0.76
2012,春雨,24.05,3.58,1.08
2013,中鋼構,37.54,2.26,1.01
2014,中鴻,18.64,0.0,2.02
2015,豐興,14.05,4.97,1.79
2017,官田鋼,49.90,0.0,0.84
2020,美亞,9.42,0.0,1.17
2022,聚亨,-,0.0,0.74
2023,燁輝,19.58,0.0,0.9
2024,志聯,13.57,3.3,0.8
2025,千興,-,0.0,0.77
2027,大成鋼,307.50,4.34,1.4
2028,威致,-,0.0,1.61
2029,盛餘,13.71,2.33,1.57
2030,彰源,-,0.0,1.07
2031,新光鋼,27.64,2.49,1.37
2032,新鋼,26.55,1.79,0.88
2033,佳大,30.10,0.0,0.8
2034,允強,18.58,5.21,1.62
2038,海光,-,6.54,0.45
2049,上銀,55.82,1.17,3.94
2059,川湖,29.72,2.4,5.02
2062,橋椿,9.53,2.28,1.36
2069,運錩,20.30,2.22,1.32
2101,南港,23.48,0.63,2.23
2102,泰豐,62.41,2.37,0.78
2103,台橡,31.54,2.8,2.04
2104,國際中橡,14.25,3.69,1.03
2105,正新,14.92,4.58,2.46
2106,建大,14.44,4.79,2.12
2107,厚生,22.05,5.06,0.67
2108,南帝,11.93,10.48,1.64
2109,華豐,28.45,3.35,0.99
2114,鑫永銓,15.33,6.56,2.42
2115,六暉-KY,16.09,3.56,2.32
2201,裕隆,15.54,3.11,0.64
2204,中華,11.88,5.15,0.81
2206,三陽工業,-,4.85,1.19
2207,和泰車,19.05,3.35,4.81
2208,台船,-,3.51,0.84
2227,裕日車,15.01,5.9,3.14
2228,劍麟,20.31,2.42,3.97
2231,為升,20.53,3.74,8.67
2236,百達-KY,19.45,2.47,1.71
2239,英利-KY,12.19,2.08,2.43
2301,光寶科,12.76,4.37,1.61
2302,麗正,62.82,0.29,0.68
2303,聯電,16.10,4.85,0.66
2305,全友,3.00,0.0,0.8
2308,台達電,23.98,2.85,3.86
2311,日月光,15.49,4.23,1.93
2312,金寶,13.18,2.37,1.05
2313,華通,13.01,5.26,1.16
2314,台揚,37.17,0.0,2.52
2316,楠梓電,-,23.02,0.7
2317,鴻海,11.72,5.56,1.57
2321,東訊,97.50,0.0,8.48
2323,中環,-,0.0,0.35
2324,仁寶,10.70,6.3,0.82
2325,矽品,21.99,7.82,2.36
2327,國巨*,10.66,2.88,1.55
2328,廣宇,14.42,1.28,1.41
2329,華泰,10.96,0.0,1.41
2330,台積電,14.70,3.69,3.54
2331,精英,-,9.13,1.05
2332,友訊,-,2.75,0.75
2337,旺宏,-,0.0,1.78
2338,光罩,-,2.96,0.68
2340,台亞,11.27,5.76,1.22
2342,茂矽,-,0.0,1.96
2344,華邦電,14.51,0.85,0.96
2345,智邦,17.34,3.39,3.78
2347,聯強,13.99,6.01,1.35
2348,海悅,128.57,0.0,1.4
2349,錸德,-,0.0,0.75
2351,順德,15.39,3.75,1.98
2352,佳世達,10.59,3.42,1.14
2353,宏碁,42.57,3.36,0.72
2354,鴻準,11.40,3.26,1.39
2355,敬鵬,10.10,4.21,1.58
2356,英業達,17.37,5.97,1.58
2357,華碩,10.88,5.44,1.16
2358,廷鑫,-,0.0,2.04
2359,所羅門,10.76,6.41,0.61
2360,致茂,21.31,2.7,3.36
2362,藍天,34.76,3.79,0.43
2363,矽統,699.00,0.0,0.57
2364,倫飛,-,0.0,0.61
2365,昆盈,-,1.89,0.62
2367,燿華,-,6.31,0.75
2368,金像電,-,0.0,0.86
2369,菱生,28.91,1.95,0.81
2371,大同,-,0.0,1.25
2373,震旦行,14.16,5.77,2.54
2374,佳能,15.25,8.06,0.64
2375,凱美,-,0.0,0.83
2376,技嘉,12.51,5.98,1.17
2377,微星,12.66,4.91,2.32
2379,瑞昱,19.18,3.42,2.75
2380,虹光,-,0.0,0.52
2382,廣達,15.24,5.99,1.91
2383,台光電,14.31,3.71,3.74
2385,群光,14.12,5.93,2.23
2387,精元,5.87,2.55,0.64
2388,威盛,-,0.0,1.49
2390,云辰,248.57,1.15,1.45
2392,正崴,38.51,5.14,0.86
2393,億光,11.57,6.02,1.29
2395,研華,30.29,2.24,7.11
2397,友通,12.45,5.49,1.91
2399,映泰,-,0.0,0.69
2401,凌陽,24.41,7.15,0.81
2402,毅嘉,-,0.0,0.87
2404,漢唐,10.23,7.91,2.19
2405,輔信,-,0.0,0.83
2406,國碩,25.77,0.0,1.3
2408,南亞科,23.11,6.03,2.06
2409,友達,-,2.94,0.66
2412,中華電,18.87,5.41,2.2
2413,環科,18.75,4.17,0.76
2414,精技,11.64,7.06,1.15
2415,錩新,20.00,2.19,2.09
2417,圓剛,-,0.92,0.72
2419,仲琦,12.15,3.79,1.4
2420,新巨,10.11,6.98,1.97
2421,建準,15.02,4.71,2.07
2423,固緯,11.16,5.94,1.39
2424,隴華,-,0.0,1.57
2425,承啟,24.38,1.54,1.21
2426,鼎元,28.56,7.94,1.12
2427,三商電,26.71,1.21,0.73
2428,興勤,10.94,3.63,1.88
2429,銘旺科,-,0.0,1.58
2430,燦坤,11.11,4.24,1.01
2431,聯昌,47.50,1.67,1.09
2433,互盛電,13.31,7.89,1.78
2434,統懋,-,0.0,0.97
2436,偉詮電,40.96,2.14,1.81
2437,旺詮,10.97,7.08,1.17
2438,翔耀,-,0.0,1.34
2439,美律,17.44,2.17,4.36
2440,太空梭,-,0.0,1.22
2441,超豐,10.88,5.91,1.65
2442,新美齊,810.00,0.99,0.74
2443,昶虹,-,0.0,0.6
2444,兆勁,8.03,1.17,1.15
2448,晶電,-,0.0,0.61
2449,京元電子,12.26,4.1,1.48
2450,神腦,12.59,5.51,2.38
2451,創見,14.11,7.77,1.95
2453,凌群,23.30,4.05,0.73
2454,聯發科,15.31,4.9,1.55
2455,全新,21.61,3.53,4.2
2456,奇力新,16.43,3.91,2.91
2457,飛宏,-,0.0,0.63
2458,義隆,23.09,5.43,2.32
2459,敦吉,10.38,6.53,0.94
2460,建通,62.11,0.0,0.7
2461,光群雷,15.04,2.92,0.94
2462,良得電,27.18,0.94,1.16
2464,盟立,15.46,5.91,2.2
2465,麗臺,-,0.0,1.62
2466,冠西電,-,0.0,3.21
2467,志聖,-,0.0,1.59
2468,華經,14.87,4.42,0.71
2471,資通,12.91,6.89,1.03
2472,立隆電,13.61,6.2,1.84
2474,可成,10.20,3.86,1.76
2475,華映,-,0.0,1.12
2476,鉅祥,11.79,5.59,1.14
2477,美隆電,14.85,5.53,1.49
2478,大毅,20.29,0.81,1.0
2480,敦陽科,12.72,6.84,1.45
2481,強茂,11.05,5.19,0.95
2482,連宇,-,1.11,1.01
2483,百容,14.72,7.18,0.85
2484,希華,16.61,6.12,1.09
2485,兆赫,15.61,6.04,1.48
2486,一詮,-,0.0,0.51
2488,漢平,9.11,4.86,1.92
2489,瑞軒,6.89,7.91,1.28
2491,吉祥全,14.65,0.0,1.08
2492,華新科,10.57,1.92,1.45
2493,揚博,9.93,8.01,1.51
2495,普安,18.52,5.52,1.11
2496,卓越,-,0.0,2.36
2497,怡利電,1702.50,4.41,2.21
2498,宏達電,-,0.0,1.16
2499,東貝,86.88,2.16,0.72
2501,國建,10.24,0.0,1.14
2504,國產,-,1.15,0.58
2505,國揚,-,3.02,1.1
2506,太設,20.96,1.67,0.68
2509,全坤建,4.25,9.2,0.8
2511,太子,9.57,9.82,0.78
2514,龍邦,8.16,1.3,1.0
2515,中工,-,2.94,0.54
2516,新建,11.64,3.85,0.59
2520,冠德,8.70,4.34,0.99
2524,京城,32.15,0.0,0.82
2527,宏璟,24.26,5.15,0.76
2528,皇普,72.00,0.0,0.68
2530,華建,3.25,11.68,1.02
2534,宏盛,32.30,2.54,1.3
2535,達欣工,8.68,5.14,0.88
2536,宏普,5.36,10.1,0.72
2537,聯上發,2.70,16.38,0.66
2538,基泰,-,12.26,0.58
2539,櫻花建,20.07,11.36,2.06
2540,愛山林,11.29,0.0,0.92
2542,興富發,5.02,12.2,1.67
2543,皇昌,23.23,3.42,0.84
2545,皇翔,5.11,2.93,1.13
2546,根基,11.29,5.18,0.97
2547,日勝生,-,0.0,0.94
2548,華固,12.89,8.11,1.38
2597,潤弘,10.11,11.34,1.5
2601,益航,-,0.0,0.51
2603,長榮,-,0.0,0.96
2605,新興,19.96,4.07,0.86
2606,裕民,-,3.21,1.15
2607,榮運,20.33,2.3,0.77
2608,嘉里大榮,15.95,3.94,2.51
2609,陽明,-,0.0,1.04
2610,華航,21.98,4.65,0.94
2611,志信,-,4.04,0.53
2612,中航,26.88,0.62,0.63
2613,中櫃,25.36,1.13,0.46
2614,東森,-,0.0,1.1
2615,萬海,613.33,6.52,1.24
2616,山隆,11.04,5.02,1.2
2617,台航,-,1.59,0.6
2618,長榮航,12.30,5.16,1.15
2633,台灣高鐵,4.70,3.27,1.86
2634,漢翔,19.05,3.46,3.03
2636,台驊控股,15.35,9.05,1.16
2637,慧洋-KY,13.12,7.53,0.77
2642,宅配通,33.49,2.36,1.48
2701,萬企,16.73,4.98,0.87
2702,華園,27.80,3.17,1.37
2704,國賓,21.64,2.94,0.94
2705,六福,-,3.63,0.65
2706,第一店,16.02,5.2,0.98
2707,晶華,22.27,5.13,6.47
2712,遠雄來,35.93,3.38,2.07
2722,夏都,28.06,2.48,2.44
2723,美食-KY,27.61,1.01,5.38
2727,王品,139.32,0.7,3.17
2731,雄獅,22.59,5.17,2.98
2739,寒舍,12.64,6.87,2.01
2748,雲品,16.76,4.65,4.11
2801,彰銀,14.16,5.12,1.22
2809,京城銀,7.57,1.73,1.01
2812,台中銀,9.53,7.1,0.74
2816,旺旺保,18.45,0.62,0.96
2820,華票,10.38,6.15,0.79
2823,中壽,13.18,3.28,1.1
2832,台產,12.57,6.28,0.9
2834,臺企銀,9.45,7.13,0.7
2836,高雄銀,12.93,5.75,0.63
2838,聯邦銀,8.28,4.35,0.66
2841,台開,4.27,2.32,0.47
2845,遠東銀,8.89,6.43,0.72
2849,安泰銀,12.73,4.29,0.78
2850,新產,7.02,5.9,0.99
2851,中再保,10.20,4.58,0.91
2852,第一保,9.48,0.0,0.78
2855,統一證,13.20,3.86,0.76
2856,元富證,8.32,8.2,0.67
2867,三商壽,9.31,0.0,0.86
2880,華南金,12.74,7.37,1.13
2881,富邦金,11.96,3.95,1.18
2882,國泰金,14.71,4.08,1.25
2883,凱基金,17.28,6.16,0.74
2884,玉山金,12.60,7.57,1.3
2885,元大金,14.29,2.77,0.76
2886,兆豐金,12.82,6.29,1.11
2887,台新新光金,10.47,9.96,0.97
2888,新光金,26.50,0.0,0.72
2889,國票金,10.69,6.12,0.74
2890,永豐金,11.52,9.73,0.76
2891,中信金,10.00,8.61,1.17
2892,第一金,12.48,7.73,1.14
2901,欣欣,59.44,1.83,2.27
2903,遠百,17.45,6.1,0.82
2904,匯僑,15.19,8.23,1.85
2905,三商,10.61,4.25,1.21
2906,高林,-,4.27,0.83
2908,特力,15.30,4.7,1.39
2910,統領,73.92,0.0,2.13
2911,麗嬰房,-,0.0,0.85
2912,統一超,25.11,3.19,8.75
2913,農林,24.31,3.16,0.76
2915,潤泰全,8.24,2.59,2.38
2923,鼎固-KY,12.66,1.7,0.71
2929,淘帝-KY,7.57,6.66,1.83
2936,客思達-KY,10.55,1.55,1.12
3002,歐格,18.53,3.26,0.86
3003,健和興,20.86,2.28,1.66
3004,豐達科,11.63,3.5,1.98
3005,神基,16.79,4.49,1.96
3006,晶豪科,20.18,3.46,1.32
3008,大立光,28.75,1.41,8.9
3010,華立,10.04,5.56,1.16
3011,今皓,-,0.0,0.77
3013,晟銘電,34.62,1.72,1.44
3014,聯陽,12.62,6.34,1.31
3015,全漢,10.19,6.11,0.56
3016,嘉晶,-,0.0,2.1
3017,奇鋐,11.50,3.72,1.16
3018,隆銘綠能,-,0.0,1.89
3019,亞光,65.72,0.0,1.28
3021,鴻名,11.22,0.0,1.09
